mosquitoDensity,mosquitoInfectNumber
6120.0,15.299999999999718
6140.15967717174,17.469879720847594
6241.915314758377,21.347516868347416
6345.28315088234,23.106758673374486
6450.288913380145,23.10112662920313
6556.953137508759,23.06641014545663
6665.299151523613,39.24359200825774
6775.350121842393,59.34055314381714
6887.127313811806,73.0746160138832
7000.650254727752,87.59616241196221
7115.939929936769,99.01758385551905
7233.021804030081,113.16206151115527
7351.92087302636,127.25689710477505
7472.660091004324,158.23191556744442
7595.261103629573,168.5456107046345
7719.744070914172,172.8905687387926
7846.128444426028,171.90857775901733
7974.4371758314655,177.12962512008616
8104.692302939448,177.60572103601652
8236.91421161695,176.51494946886706
8371.124802348291,175.43019053217125
8507.346214765808,174.7355775636269
8645.601720287874,180.0325559313685
8785.911205870372,184.75221329213198
8928.296076053677,189.77087729399003
9072.778045252442,209.26852030020135
9219.379374945183,224.04432705469287
9368.119589465632,226.39014538008726
9519.019812009228,231.7134359447466
9672.099512607909,244.33920622664897
9827.377601446633,252.9169787063042
9984.876923434706,263.220015808958
10144.617488375816,264.8439548615462
10306.618272087517,267.86953949234976
10470.895877714423,275.3069347409299
10637.46917622616,291.07740468233044
10806.356664439865,303.10632575276856
10977.576069321385,301.5770720440205
11151.140627324576,299.73582288724316
11327.067277059667,297.9106494170454
11505.380938972523,300.0938901665248
11686.101624809726,311.452381956114
11869.245853148866,320.03121350521724
12054.82492117531,319.655556799989
12242.850594356725,325.180045693197
12433.331560257673,323.70540506231407
12626.280619840534,326.9414577709575
12821.70961951734,339.32049740720805
13019.629922715772,338.3946654252609
13220.051888880067,346.0938264526826
13422.982497459177,353.8502945454857
13628.433998424616,352.7622258194405
13836.417489766882,351.70598490968626
14046.942585726978,351.08698917694073
14260.010074654387,356.5994954330192
14475.621774351184,364.47074439411153
14693.787042699843,372.1520911040724
14914.517487225296,371.797657408216
15137.809713818548,369.79190462851346
15363.661629304333,368.1626232190413
15592.07064273697,376.56383915208505
15823.03034939481,374.5705892481318
16056.53997479535,378.9178271610061
16292.59987149829,381.88388077746094
16531.20446579906,379.76218498594096
16772.351910012218,382.27177841059955
17016.040629319228,394.94585157447466
17262.263411512253,402.88944721862464
17511.012498791617,421.6701494176356
17762.26998302274,439.1451999077151
18016.025626645867,440.6234291514134
18272.274604924176,442.62065782327636
18531.01210500003,441.32028433499215
18792.226099869767,439.206252037244
19055.894561042758,437.031155185647
19322.000017151342,449.41275942574606
19590.5233641405,463.1118151235153
19861.444464203432,500.7124729140295
20134.740169770837,505.67632274441473
20410.385852120093,505.0754732112535
20688.35386458228,514.9632822025399
20968.615195391,513.7670953501882
21251.15130520907,517.7286076840812
21535.932076044104,523.6564208425841
21822.928114157632,534.8093081599949
22112.100555006757,533.6207080342926
22403.414965889267,532.0300150922632
22696.834918625213,537.9012552131252
22992.32252299034,548.608535308811
23289.847047871892,548.7325033487207
23589.37167970506,566.5542780215679
23890.85753543965,574.0196892416357
24194.25748949546,627.4286453639276
24499.52351668544,643.4477289134459
24806.62619481094,648.8191361482748
25115.532700652228,664.6223455886864
25426.195494051946,663.7443664443838
25738.56718323276,663.4458914473219
26052.59684983177,684.9812958528366
26368.222982830695,698.0804942835026
26685.392939087178,696.530243879586
27004.05612782135,710.7426840037944
27324.16555530365,728.4394168044697
27645.68328455713,731.5440380806634
27968.55868231223,743.0425678229894
28292.731883796212,743.8788126516808
28618.142104635044,741.6677453432915
28944.726456009026,757.2083865421326
29272.43076007966,754.6624757662454
29601.211014638993,751.8621948541004
29931.018681635873,750.4445522893924
30261.78890388164,765.6126121816027
30593.46665027835,800.5140321514035
30925.989418462825,857.6234107941323
31259.29553692098,899.4961372627414
31593.31864297259,897.4021447760167
31927.993290764072,893.3108001186218
32263.25681234473,889.264477067579
32599.055818666737,894.4916258122042
32935.34848056369,901.2162145247717
33272.09403222299,907.3738119070058
33609.236023904814,934.6725964050594
33946.718503686316,993.4370800874863
34284.48942663789,1040.3770881035507
34622.47990099694,1047.3414735680587
34960.62689099055,1071.1283364038331
35298.87375546331,1100.41638784349
35637.16013362398,1121.696653193206
35975.430413848255,1141.0111380615963
36313.6302600985,1160.4702732185328
36651.697930975,1191.9928699397303
36989.57244443508,1233.0891568620304
37327.186129401896,1229.150568562594
37664.47446329182,1222.848036752311
38001.38399056993,1216.5253628695189
38337.857285932594,1210.2998088407924
38673.83727706639,1204.0957359721208
39009.26761301471,1197.985783443603
39344.0926970848,1191.8946605096442
39678.26209250867,1210.9409077719372
40011.72848644345,1221.692606047572
40559.04769947517,1216.091186446982
41109.07566631652,1209.4995714087822
41661.68497444551,1228.9377849143943
42216.74418083671,1228.880330831078
42774.11821986471,1222.5707709270212
43333.670556129044,1216.1811701850563
43895.262645218645,1219.5740806188323
44458.75350441356,1215.6022520549036
45023.99847392409,1245.3404264102758
45590.633690830786,1240.9961411809281
46158.400065303154,1235.2110089837497
46727.473468760654,1229.3991393384351
47297.70237422621,1223.58163643642
47868.93362973913,1217.7545331585202
48441.01498405431,1241.3481434439036
49013.78879093238,1235.8559169541618
49587.097889256955,1229.821133064397
50160.790974190204,1234.3442892886055
50734.712665813866,1228.5018028845257
51308.69983729574,1236.7244224054639
51882.59746321645,1233.9383861246704
52456.25572852519,1229.2419396327193
53029.51322009169,1244.3006885636792
53602.215648834754,1263.624643490026
54174.19444495775,1264.4977187867726
54745.28963305974,1269.1651871288598
55315.34302352014,1289.4212757042978
55884.194197242534,1282.8575563430827
56451.682265467156,1275.780894516662
57017.65141278592,1268.6630482402416
57581.9495194014,1261.5097102515522
58144.429373349485,1317.7812632587045
58704.94472019969,1413.1115490231166
59263.34502436745,1410.9222975516002
59819.47915165455,1403.4008332422275
60373.19959551204,1395.7437305733201
60924.37461099273,1427.1718366859925
61472.85852046046,1429.2430301256752
62018.507096769594,1430.9994608919953
62561.18488654046,1430.5376424384892
63100.7577419087,1480.9988749184358
63637.10853787493,1540.9405803369036
64170.105778086545,1537.5529431104462
64699.61881835686,1559.3526940562251
65225.51803164734,1551.42926019096
65747.68500605546,1542.9164341992898
66266.00778611717,1558.906887235522
66780.37566519326,1556.2310276358749
67290.68236913682,1588.4472914379492
67796.83738842714,1583.347467260206
68298.74282211256,1574.2802101393618
68796.30522155622,1565.0852681923282
69289.44514018424,1594.5543372904638
69778.06934806063,1586.0834278246123
70262.10215117339,1576.868028430318
70741.47009582793,1567.5780353648631
71216.11129335177,1609.462612947572
71685.96294106716,1610.7991143014597
72150.95432114645,1601.9889453470755
72611.029693698,1592.6642814635463
73066.14402949957,1642.3504257250208
73516.23625071198,1633.5194199941286
73961.26099551431,1623.46383267827
74401.19928950862,1627.3180098237733
74836.02220072017,1629.4918469844927
75265.69889952998,1639.7546718124036
75690.19185278905,1632.6661631089619
76109.47188071403,1623.6316107992143
76523.52571904886,1614.26752504342
76932.3343776426,1716.5246669545872
77335.87374042398,1759.6854219151012
77734.13535475663,1758.6380252242682
78127.11203234187,1749.182420510414
78514.7943487657,1739.5366151315259
78897.17569502923,1729.8479980838426
79274.26671094967,1720.1211156415138
79646.07820890596,1710.3551601657991
80012.61303779985,1700.5523176487843
80373.88980751879,1690.7117526746672
80729.92762503361,1717.3046861193482
81080.74979255082,1716.176410805301
81426.37533152812,1753.0740137806567
81766.8305528996,1754.2296803693282
82102.13611578464,1801.1137285171694
82432.33348362181,1793.0070854090734
82757.47198531861,1782.5582939017816
83077.57837496264,1772.1175124520366
83392.69055797777,1761.515058813939
83702.82915019448,1750.9904161151387
84008.02144415336,1740.4704452145957
84308.29845025754,1729.8973827113234
84603.69624406012,1785.3446724547282
84894.2639576603,1790.9285934230834
85180.03500172505,1819.6528927078887
85461.0582692335,1818.3388288039791
85737.37816739091,1807.5667803613082
86009.03576839775,1855.2546639250877
86276.06556809675,1858.5969468985709
86538.49842462367,1907.465112420032
86796.37826579997,1910.7922795717318
87049.7517320437,1899.561523948001
87298.66467809043,1888.101933572464
87543.16159037364,1876.5944580356693
87783.29381418866,1865.1197222590013
88019.11181843962,1853.605011730176
88250.66910687249,1842.1231766422788
88478.0273961521,1846.8230967530044
88701.26273260804,1852.4641702043584
88920.41774117034,1843.05988807265
89135.54700004114,1901.7192582317884
89346.6968008009,1891.5756452191804
89553.91595096489,1880.2343904842849
89757.25880397187,1868.654678606326
89956.77033618456,1857.2643625746427
90152.5061704272,1900.9884504838412
90344.51644791116,1890.4437612083416
90532.85029130662,1878.8741983883326
90717.55550703105,1867.32765065753
90898.68158803097,1855.7380748043654
91076.28355850675,1844.1887381238287
91250.40713632845,1832.5997820809368
91421.10350586828,1821.0510099198457
91588.45037061204,1836.8859053844353
91752.51980688094,1829.0583652947246
91913.3656071519,1818.5083537443784
92071.03518140237,1807.581560429648
92225.57500179404,1796.6382980044623
92377.03244366744,1785.7343348997956
92525.45880053917,1774.8627724768617
92388.844610987,1861.8747769871597
91841.95528626906,2020.5622777294159
91313.79674023713,2127.1446831830103
90803.43152727731,2140.361962874561
90309.97962189012,2138.192973616356
89832.64040682073,2159.516263287458
89370.64208778927,2163.4242141020877
88923.25252455799,2150.1056441918245
88489.7995525354,2135.9946312754905
88069.64760002887,2200.1316057281397
87662.20937464543,2254.0854365268087
87266.95561213375,2239.2332401124936
86883.39391731811,2223.055785531124
86511.01937427546,2265.222772853915
86149.39709637719,2293.4247343564984
85780.09424942905,2279.051462254122
85421.78676935747,2263.1039534870993
85074.00868338557,2313.7233971922783
84736.317438144,2303.707948951033
84408.30288914441,2287.6580285909567
84089.58136445736,2271.4434201177037
83779.80318073067,2255.5184738843564
83478.62215061781,2308.1361697888374
83185.6931408453,2294.467901821622
82900.72003876556,2280.4058411013875
82623.43072625324,2337.5554024808434
82353.53004876473,2322.0673962903506
82090.75655919102,2305.5458408844843
81834.87590097327,2348.6639267236346
81510.41372930813,2399.281770563387
81145.08523532425,2426.3910796503537
80789.4380396843,2419.2590354673766
80443.11897900567,2401.891544225507
80105.79060531512,2383.8850316947232
79777.1266288495,2370.2765721872456
79456.8561318914,2358.052577194047
79144.70820578752,2340.88706268908
78840.40670923257,2323.6441096597996
78543.69542274186,2306.513722664944
78254.32199576653,2289.5379836661637
77972.05973762866,2273.8951478362355
77696.68454878934,2259.5221207085146
77427.97154419559,2285.2729781004823
77165.7232992114,2301.5545030587227
76909.73281055257,2285.9713237995684
76659.80757206587,2269.975900475038
76415.75782259145,2254.0739305259463
76177.40270574807,2238.395303619802
75944.57181206075,2222.8388224103273
75717.09426132705,2207.4977727409714
75494.80956860288,2192.2780921619856
75277.56463570247,2212.938343482943
75065.23030302246,2220.8560227536473
74857.66676526575,2271.704990424813
74654.71760985519,2262.168072908813
74456.2478348242,2246.8142094977957
74262.1303655106,2231.4775575341787
74072.24282493882,2216.3297272648642
73886.46731280262,2201.306199708864
73704.70336961625,2186.4664015519875
73526.84994047644,2171.749480095233
73352.80201832438,2190.3895196974577
73182.47582211712,2199.302842124593
73015.7780980492,2189.7912325191573
72852.61269030014,2175.909641299469
72692.8867181723,2161.913117772434
72536.51043487826,2147.9681701145505
72383.39709375371,2134.2166651217917
72233.46282143523,2120.5937186684523
72086.62649757636,2107.1620422088727
71942.80964070259,2093.8582868373587
71801.93629983804,2080.738527089843
71663.93295155586,2067.7446711967586
71528.72840213614,2054.9278543703776
71396.25369453065,2042.234910145905
71266.4420198542,2029.7124293453542
71139.22863314649,2017.3118033559822
71014.55077315828,2005.0754170060757
70892.34758593794,1992.958884251567
70772.56005200182,1981.0006916118934
70655.13091689599,1969.1603702102436
70540.00462495827,1957.472788813747
70427.12725610935,1945.9011170816632
70316.44646550743,1934.4768622678369
